departure_city,destination_city,country,date_arrive,arrival_time_difference,arrival_status,airline,airline_type,cleaned_airline
Gibraltar,London,United Kingdom,2024-09-04,3,Delayed,British Airways,premium,British Airways
Riyadh,London,Saudi Arabia,2024-09-04,-23,Early,Saudia,premium,Saudia
Dallas,London,United States,2024-09-04,21,Delayed,American Airlines,premium,American Airlines
Vienna,London,Austria,2024-09-04,-29,Early,Austrian,premium,Austrian
Dallas,London,United States,2024-09-04,0,Cancelled,American Airlines,premium,American Airlines
Barcelona,London,Spain,2024-09-04,110,Delayed,British Airways,premium,British Airways
Dubai,London,United Arab Emirates,2024-09-04,-5,Early,Emirates,premium,Emirates
Rome,London,Italy,2024-09-04,-12,Early,British Airways,premium,British Airways
Milan,London,Italy,2024-09-04,18,Delayed,British Airways,premium,British Airways
San Diego,London,United States,2024-09-04,-30,Early,British Airways,premium,British Airways
Dublin,London,Ireland,2024-09-04,-8,Early,British Airways,premium,British Airways
Glasgow,London,United Kingdom,2024-09-04,-6,Early,British Airways,premium,British Airways
Galway,London,Ireland,2024-09-04,-22,Early,Aer Lingus,premium,Aer Lingus
Abuja,London,Nigeria,2024-09-04,-33,Early,British Airways,premium,British Airways
Nice,London,France,2024-09-04,-12,Early,British Airways,premium,British Airways
Oslo,London,Norway,2024-09-04,3,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Mumbai,London,India,2024-09-04,-1,Early,British Airways,premium,British Airways
Paris,London,France,2024-09-04,-3,Early,British Airways,premium,British Airways
Duesseldorf,London,Germany,2024-09-04,3,Delayed,British Airways,premium,British Airways
Frankfurt,London,Germany,2024-09-04,13,Delayed,Lufthansa,premium,Lufthansa
Copenhagen,London,Denmark,2024-09-04,2,Delayed,British Airways,premium,British Airways
Kuwait,London,Kuwait,2024-09-04,-47,Early,Kuwait Airways,premium,Kuwait Airways
Seattle,London,United States,2024-09-04,-20,Early,Delta Air Lines,premium,Delta Air Lines
Neom,London,,2024-09-04,-41,Early,Saudia,premium,Saudia
Dublin,London,Ireland,2024-09-04,-3,Early,Aer Lingus,premium,Aer Lingus
Madrid,London,Spain,2024-09-04,-14,Early,Iberia,premium,Iberia
Palermo,London,Italy,2024-09-04,-10,Early,British Airways,premium,British Airways
Belfast,London,United Kingdom,2024-09-04,-12,Early,British Airways,premium,British Airways
Saint Helier,London,Jersey,2024-09-04,-11,Early,British Airways,premium,British Airways
Zagreb,London,Croatia,2024-09-04,-6,Early,British Airways,premium,British Airways
Sao Paulo,London,Brazil,2024-09-04,47,Delayed,LATAM Airlines,premium,Latam Airlines
Glasgow,London,United Kingdom,2024-09-04,2,Delayed,British Airways,premium,British Airways
Ibiza,London,Spain,2024-09-04,49,Delayed,British Airways,premium,British Airways
Istanbul,London,Turkey,2024-09-04,39,Delayed,Turkish Airlines,premium,Turkish Airlines
Dubai,London,United Arab Emirates,2024-09-04,-8,Early,Emirates,premium,Emirates
Goteborg,London,Sweden,2024-09-04,16,Delayed,British Airways,premium,British Airways
Hamburg,London,Germany,2024-09-04,32,Delayed,British Airways,premium,British Airways
Helsinki,London,Finland,2024-09-04,-20,Early,Finnair,premium,Finnair
Reykjavik,London,Iceland,2024-09-04,-24,Early,British Airways,premium,British Airways
Abu Dhabi,London,United Arab Emirates,2024-09-04,-2,Early,Etihad Airways,premium,Etihad Airways
Barcelona,London,Spain,2024-09-04,116,Delayed,British Airways,premium,British Airways
Delhi,London,India,2024-09-04,-46,Early,British Airways,premium,British Airways
Hong Kong,London,Hong Kong,2024-09-04,-20,Early,Cathay Pacific Airways,premium,Cathay Pacific Airways
Amsterdam,London,Netherlands,2024-09-04,-4,Early,British Airways,premium,British Airways
Edinburgh,London,United Kingdom,2024-09-04,8,Delayed,British Airways,premium,British Airways
Bahrain,London,Bahrain,2024-09-04,-10,Early,Gulf Air,premium,Gulf Air
Abu Dhabi,London,United Arab Emirates,2024-09-04,-12,Early,British Airways,premium,British Airways
Amman,London,Jordan,2024-09-04,-14,Early,Royal Jordanian,premium,Royal Jordanian
Milan,London,Italy,2024-09-04,-8,Early,British Airways,premium,British Airways
Brussels,London,Belgium,2024-09-04,2,Delayed,British Airways,premium,British Airways
Athens,London,Greece,2024-09-04,-5,Early,Aegean Airlines,premium,Aegean Airlines
Thessaloniki,London,Greece,2024-09-04,2,Delayed,British Airways,premium,British Airways
Tirana,London,Albania,2024-09-04,38,Delayed,British Airways,premium,British Airways
Bogota,London,Colombia,2024-09-04,-2,Early,Avianca,premium,Avianca
Las Vegas,London,United States,2024-09-04,-17,Early,British Airways,premium,British Airways
Mexico City,London,Mexico,2024-09-04,44,Delayed,British Airways,premium,British Airways
Frankfurt,London,Germany,2024-09-04,15,Delayed,Lufthansa,premium,Lufthansa
Singapore,London,Singapore,2024-09-04,-10,Early,Singapore Airlines,premium,Singapore Airlines
Tokyo,London,Japan,2024-09-04,-73,Early,British Airways,premium,British Airways
Munich,London,Germany,2024-09-04,-8,Early,Lufthansa,premium,Lufthansa
Tokyo,London,Japan,2024-09-04,-27,Early,Japan Airlines,premium,Japan Airlines
Dhaka,London,Bangladesh,2024-09-04,-16,Early,Biman Bangladesh Airlines,premium,Biman Bangladesh Airlines
Dublin,London,Ireland,2024-09-04,-14,Early,Aer Lingus,premium,Aer Lingus
Istanbul,London,Turkey,2024-09-04,-7,Early,Turkish Airlines,premium,Turkish Airlines
Lagos,London,Nigeria,2024-09-04,-35,Early,Virgin Atlantic,premium,Virgin Atlantic
Mexico City,London,Mexico,2024-09-04,-1,Early,Aeromexico,premium,Aeromexico
Berlin,London,Germany,2024-09-04,78,Delayed,British Airways,premium,British Airways
Palma de Mallorca,London,Spain,2024-09-04,87,Delayed,British Airways,premium,British Airways
Copenhagen,London,Denmark,2024-09-04,-15,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Los Angeles,London,United States,2024-09-04,-30,Early,American Airlines,premium,American Airlines
Mumbai,London,India,2024-09-04,46,Delayed,Virgin Atlantic,premium,Virgin Atlantic
Chania,London,Greece,2024-09-04,-7,Early,British Airways,premium,British Airways
Glasgow,London,United Kingdom,2024-09-04,-2,Early,British Airways,premium,British Airways
Athens,London,Greece,2024-09-04,-23,Early,British Airways,premium,British Airways
Dubai,London,United Arab Emirates,2024-09-04,-5,Early,Emirates,premium,Emirates
Zagreb,London,Croatia,2024-09-04,102,Delayed,Croatia Airlines,premium,Croatia Airlines
Amsterdam,London,Netherlands,2024-09-04,-6,Early,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
Barcelona,London,Spain,2024-09-04,74,Delayed,British Airways,premium,British Airways
Nairobi,London,Kenya,2024-09-04,84,Delayed,Kenya Airways,premium,Kenya Airways
Wuhan,London,China,2024-09-04,-14,Early,China Southern,premium,China Southern
Tokyo,London,Japan,2024-09-04,-10,Early,ANA,premium,Ana
Madrid,London,Spain,2024-09-04,2,Delayed,Iberia,premium,Iberia
Zurich,London,Switzerland,2024-09-04,-8,Early,British Airways,premium,British Airways
Zurich,London,Switzerland,2024-09-04,-7,Early,Swiss International Airlines,premium,Swiss International Airlines
Budapest,London,Hungary,2024-09-04,-8,Early,British Airways,premium,British Airways
Duesseldorf,London,Germany,2024-09-04,1,Delayed,Eurowings,budget,Eurowings
Preveza/Lefkada,London,Greece,2024-09-04,-18,Early,British Airways,premium,British Airways
Oslo,London,Norway,2024-09-04,-1,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
San Francisco,London,United States,2024-09-04,-40,Early,Virgin Atlantic,premium,Virgin Atlantic
Amsterdam,London,Netherlands,2024-09-04,-14,Early,British Airways,premium,British Airways
Marseille,London,France,2024-09-04,-12,Early,British Airways,premium,British Airways
Taipei,London,Taiwan,2024-09-04,96,Delayed,China Airlines,premium,China Airlines
Paris,London,France,2024-09-04,-14,Early,Air France,premium,Air France
Delhi,London,India,2024-09-04,0,On Time,Virgin Atlantic,premium,Virgin Atlantic
Geneva,London,Switzerland,2024-09-04,-11,Early,Swiss International Airlines,premium,Swiss International Airlines
Kuala Lumpur,London,Malaysia,2024-09-04,2,Delayed,Malaysia Airlines,premium,Malaysia Airlines
Nice,London,France,2024-09-04,-6,Early,British Airways,premium,British Airways
Frankfurt,London,Germany,2024-09-04,-2,Early,Lufthansa,premium,Lufthansa
Naples,London,Italy,2024-09-04,17,Delayed,British Airways,premium,British Airways
Sofia,London,Bulgaria,2024-09-04,62,Delayed,Bulgaria Air,premium,Bulgaria Air
Casablanca,London,Morocco,2024-09-04,18,Delayed,Royal Air Maroc,premium,Royal Air Maroc
Dublin,London,Ireland,2024-09-04,19,Delayed,British Airways,premium,British Airways
Istanbul,London,Turkey,2024-09-04,108,Delayed,Turkish Airlines,premium,Turkish Airlines
Copenhagen,London,Denmark,2024-09-04,32,Delayed,British Airways,premium,British Airways
Edinburgh,London,United Kingdom,2024-09-04,-14,Early,British Airways,premium,British Airways
Glasgow,London,United Kingdom,2024-09-04,-25,Early,British Airways,premium,British Airways
Hanoi,London,Vietnam,2024-09-04,-10,Early,Vietnam Airlines,premium,Vietnam Airlines
Paris,London,France,2024-09-04,20,Delayed,British Airways,premium,British Airways
Manchester,London,United Kingdom,2024-09-04,6,Delayed,British Airways,premium,British Airways
Milan,London,Italy,2024-09-04,53,Delayed,British Airways,premium,British Airways
Stockholm,London,Sweden,2024-09-04,-12,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Brussels,London,Belgium,2024-09-04,0,On Time,Brussels Airlines,premium,Brussels Airlines
Hannover,London,Germany,2024-09-04,-4,Early,British Airways,premium,British Airways
Helsinki,London,Finland,2024-09-04,-11,Early,Finnair,premium,Finnair
Munich,London,Germany,2024-09-04,27,Delayed,Lufthansa,premium,Lufthansa
Inverness,London,United Kingdom,2024-09-04,36,Delayed,British Airways,premium,British Airways
Los Angeles,London,United States,2024-09-04,0,Cancelled,Virgin Atlantic,premium,Virgin Atlantic
Rome,London,Italy,2024-09-04,20,Delayed,British Airways,premium,British Airways
Madrid,London,Spain,2024-09-04,-19,Early,Iberia,premium,Iberia
Copenhagen,London,Denmark,2024-09-04,-21,Early,British Airways,premium,British Airways
Dublin,London,Ireland,2024-09-04,-22,Early,Aer Lingus,premium,Aer Lingus
Seoul,London,South Korea,2024-09-04,-16,Early,Korean Air,premium,Korean Air
Warsaw,London,Poland,2024-09-04,-13,Early,LOT Polish Airlines,premium,Lot Polish Airlines
Belfast,London,United Kingdom,2024-09-04,-10,Early,British Airways,premium,British Airways
Geneva,London,Switzerland,2024-09-04,39,Delayed,British Airways,premium,British Airways
Munich,London,Germany,2024-09-04,56,Delayed,British Airways,premium,British Airways
Jeddah,London,Saudi Arabia,2024-09-04,-33,Early,Saudia,premium,Saudia
Amsterdam,London,Netherlands,2024-09-04,-12,Early,KLM - Royal Dutch Airlines,premium,Klm - Royal Dutch Airlines
Gibraltar,London,United Kingdom,2024-09-04,-2,Early,British Airways,premium,British Airways
Larnaca,London,Cyprus,2024-09-04,8,Delayed,British Airways,premium,British Airways
Cork,London,Ireland,2024-09-04,-21,Early,Aer Lingus,premium,Aer Lingus
Frankfurt,London,Germany,2024-09-04,8,Delayed,Lufthansa,premium,Lufthansa
Bucharest,London,Romania,2024-09-04,51,Delayed,British Airways,premium,British Airways
Beijing,London,China,2024-09-04,4,Delayed,British Airways,premium,British Airways
Riyadh,London,Saudi Arabia,2024-09-04,-24,Early,Saudia,premium,Saudia
Copenhagen,London,Denmark,2024-09-04,-15,Early,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Stockholm,London,Sweden,2024-09-04,159,Delayed,British Airways,premium,British Airways
Casablanca,London,Morocco,2024-09-04,123,Delayed,Royal Air Maroc,premium,Royal Air Maroc
Lisbon,London,Portugal,2024-09-04,4,Delayed,TAP Portugal,premium,Tap Portugal
Beijing,London,China,2024-09-04,-34,Early,Air China,premium,Air China
Dundee,London,United Kingdom,2024-09-04,-15,Early,Loganair,budget,Loganair
Billund,London,Denmark,2024-09-04,-16,Early,British Airways,premium,British Airways
Shanghai,London,China,2024-09-04,33,Delayed,Virgin Atlantic,premium,Virgin Atlantic
Barcelona,London,Spain,2024-09-04,32,Delayed,British Airways,premium,British Airways
Zurich,London,Switzerland,2024-09-04,3,Delayed,Swiss International Airlines,premium,Swiss International Airlines
Lisbon,London,Portugal,2024-09-04,44,Delayed,British Airways,premium,British Airways
Athens,London,Greece,2024-09-04,57,Delayed,Aegean Airlines,premium,Aegean Airlines
Amsterdam,London,Netherlands,2024-09-04,-19,Early,British Airways,premium,British Airways
Doha,London,Qatar,2024-09-04,-24,Early,Qatar Airways,premium,Qatar Airways
Male,London,Maldives,2024-09-04,-22,Early,British Airways,premium,British Airways
Berlin,London,Germany,2024-09-04,-2,Early,British Airways,premium,British Airways
Newcastle,London,United Kingdom,2024-09-04,49,Delayed,British Airways,premium,British Airways
Stuttgart,London,Germany,2024-09-04,-4,Early,Eurowings,budget,Eurowings
Vienna,London,Austria,2024-09-04,-15,Early,British Airways,premium,British Airways
Edinburgh,London,United Kingdom,2024-09-04,0,On Time,British Airways,premium,British Airways
Hong Kong,London,Hong Kong,2024-09-04,-10,Early,Cathay Pacific Airways,premium,Cathay Pacific Airways
Frankfurt,London,Germany,2024-09-04,-10,Early,British Airways,premium,British Airways
Mykonos,London,Greece,2024-09-04,2,Delayed,British Airways,premium,British Airways
Madrid,London,Spain,2024-09-04,-18,Early,Iberia,premium,Iberia
Venice,London,Italy,2024-09-04,-1,Early,British Airways,premium,British Airways
Funchal,London,Portugal,2024-09-04,-12,Early,British Airways,premium,British Airways
Prague,London,Czech Republic,2024-09-04,-7,Early,British Airways,premium,British Airways
Shannon,London,Ireland,2024-09-04,-9,Early,Aer Lingus,premium,Aer Lingus
Istanbul,London,Turkey,2024-09-04,-4,Early,British Airways,premium,British Airways
Mumbai,London,India,2024-09-04,7,Delayed,British Airways,premium,British Airways
Kerkyra,London,Greece,2024-09-04,-3,Early,British Airways,premium,British Airways
Saint Helier,London,Jersey,2024-09-04,0,On Time,British Airways,premium,British Airways
Munich,London,Germany,2024-09-04,28,Delayed,Lufthansa,premium,Lufthansa
Oslo,London,Norway,2024-09-04,9,Delayed,British Airways,premium,British Airways
Geneva,London,Switzerland,2024-09-04,-10,Early,Swiss International Airlines,premium,Swiss International Airlines
Beijing,London,China,2024-09-04,-36,Early,China Southern,premium,China Southern
Oslo,London,Norway,2024-09-04,5,Delayed,SAS - Scandinavian Airlines,premium,Sas - Scandinavian Airlines
Paris,London,France,2024-09-04,-17,Early,Air France,premium,Air France
Paris,London,France,2024-09-04,10,Delayed,British Airways,premium,British Airways
Shanghai,London,China,2024-09-04,1,Delayed,British Airways,premium,British Airways
Dubai,London,United Arab Emirates,2024-09-04,9,Delayed,Emirates,premium,Emirates
Frankfurt,London,Germany,2024-09-04,1,Delayed,Lufthansa,premium,Lufthansa
Sanya,London,China,2024-09-04,-12,Early,China Eastern,premium,China Eastern
Vienna,London,Austria,2024-09-04,-10,Early,Austrian,premium,Austrian
Abu Dhabi,London,United Arab Emirates,2024-09-04,13,Delayed,Etihad Airways,premium,Etihad Airways
Edinburgh,London,United Kingdom,2024-09-04,18,Delayed,British Airways,premium,British Airways
Hamburg,London,Germany,2024-09-04,31,Delayed,Eurowings,budget,Eurowings
Duesseldorf,London,Germany,2024-09-04,51,Delayed,Eurowings,budget,Eurowings
Seoul,London,South Korea,2024-09-04,24,Delayed,Asiana Airlines,premium,Asiana Airlines
Lisbon,London,Portugal,2024-09-04,103,Delayed,TAP Portugal,premium,Tap Portugal
Toulouse,London,France,2024-09-04,7,Delayed,British Airways,premium,British Airways
